trip_id,driver_id,rider_id,pickup_zone_id,request_timestamp,dropoff_timestamp,trip_status,trip_distance_km,base_fare,surge_multiplier,total_fare,driver_payout
TRIP-009004,181,7316,3,25-06-2026 10:05,25-06-2026 10:42,Completed,17.62,295.49,1.92,567.34,426.45
TRIP-009005,293,5552,2,04-07-2026 17:19,04-07-2026 18:41,Completed,21.93,357.99,1.74,622.9,489.41
TRIP-009006,308,8909,4,20-06-2026 23:19,20-06-2026 23:31,Completed,5.41,118.45,1,118.45,90.8
TRIP-009007,,9974,3,31-08-2026 19:22,,Unfulfilled,23.16,375.82,1,0,0
TRIP-009008,161,6916,5,09-07-2026 16:39,,Rider Cancelled,20.63,339.13,1,50,35
TRIP-009009,270,9261,3,08-07-2026 15:25,,Rider Cancelled,5.52,120.04,1,0,0
TRIP-009010,178,7051,2,20-07-2026 12:32,,Rider Cancelled,3.6,92.2,1,0,0
TRIP-009011,241,9497,2,29-06-2026 01:41,29-06-2026 02:23,Completed,12.96,227.92,1,227.92,178.56
TRIP-009012,237,9224,8,31-07-2026 01:37,31-07-2026 03:10,Completed,28.42,452.09,1,452.09,352.46
TRIP-009013,329,7701,3,24-07-2026 09:28,24-07-2026 10:29,Completed,23.61,382.34,1,382.34,302.39
TRIP-009014,327,9039,1,04-08-2026 14:56,04-08-2026 15:09,Completed,3.67,93.22,1,93.22,72.48
TRIP-009015,115,6283,6,15-07-2026 04:48,,Rider Cancelled,3.53,91.19,1,0,0
TRIP-009016,286,9299,2,07-08-2026 11:03,,Rider Cancelled,23.76,384.52,1,50,35
TRIP-009017,155,7015,3,26-07-2026 22:46,26-07-2026 23:44,Completed,27.34,436.43,1,436.43,335.02
TRIP-009018,279,6341,3,18-07-2026 11:36,18-07-2026 12:48,Completed,28.3,450.35,1,450.35,342.66
TRIP-009019,101,8032,4,25-06-2026 11:51,,Driver Cancelled,9.01,170.65,1,0,0
TRIP-009020,226,6584,4,30-07-2026 18:32,,Rider Cancelled,28.91,459.19,2.04,50,35
TRIP-009021,105,7281,1,10-07-2026 18:01,10-07-2026 18:56,Completed,15.9,270.55,2.12,573.57,438.84
TRIP-009022,119,7987,8,14-08-2026 02:25,14-08-2026 02:33,Completed,2.9,82.05,1,82.05,64.49
TRIP-009023,312,8563,6,16-06-2026 01:31,16-06-2026 02:48,Completed,22.45,365.52,1,365.52,285.12
TRIP-009024,151,9209,3,01-08-2026 09:36,,Driver Cancelled,6.12,128.74,1.61,0,0
TRIP-009025,315,8435,1,21-08-2026 09:07,,Rider Cancelled,27.27,435.42,1,50,35
TRIP-009026,327,7064,2,30-08-2026 21:43,30-08-2026 21:50,Completed,3.1,84.95,1,84.95,64.76
TRIP-009027,215,5079,6,28-07-2026 19:47,28-07-2026 20:38,Completed,16.52,279.54,1.75,489.2,385.06
TRIP-009028,274,7343,4,05-07-2026 04:11,,Rider Cancelled,7.43,147.74,1,50,35
TRIP-009029,127,9462,1,24-07-2026 19:15,24-07-2026 20:21,Completed,19.9,328.55,1,328.55,261.61
TRIP-009030,137,5619,2,09-07-2026 11:58,09-07-2026 13:07,Completed,22.84,371.18,1,371.18,285.32
TRIP-009031,329,9785,5,28-07-2026 01:52,28-07-2026 02:52,Completed,22.71,369.3,1,369.3,289.67
TRIP-009032,122,9089,4,27-06-2026 21:37,,Driver Cancelled,23.01,373.65,1,0,0
TRIP-009033,184,6786,6,13-06-2026 23:24,14-06-2026 00:48,Completed,24.86,400.47,1,400.47,299.5
TRIP-009034,293,5053,6,24-07-2026 15:49,24-07-2026 16:22,Completed,9.92,183.84,1,183.84,137.4
TRIP-009035,176,8779,2,26-07-2026 02:07,26-07-2026 02:37,Completed,8.97,170.06,1,170.06,132.71
TRIP-009036,161,8393,7,26-07-2026 01:10,26-07-2026 02:59,Completed,30.93,488.49,1,488.49,381.86
TRIP-009037,,9640,4,03-06-2026 12:16,,Unfulfilled,24.93,401.49,1,0,0
TRIP-009038,163,9456,2,12-08-2026 18:17,,Rider Cancelled,9.42,176.59,1,50,35
TRIP-009039,266,6882,3,05-08-2026 23:24,05-08-2026 23:50,Completed,12.13,215.89,1,215.89,161.93
TRIP-009040,277,9933,5,24-07-2026 08:20,,Driver Cancelled,22.88,371.76,1.95,0,0
TRIP-009041,203,9239,3,12-08-2026 14:32,12-08-2026 15:39,Completed,18.32,305.64,1,305.64,238.38
TRIP-009042,157,8304,2,04-07-2026 23:32,05-07-2026 00:04,Completed,11.38,205.01,1,205.01,163.36
TRIP-009043,266,5312,2,11-07-2026 07:12,11-07-2026 07:43,Completed,10.7,195.15,1,195.15,152.68
TRIP-009044,270,7220,3,14-06-2026 15:27,14-06-2026 17:15,Completed,29.84,472.68,1,472.68,360.86
TRIP-009045,169,7212,1,29-07-2026 14:54,29-07-2026 15:31,Completed,15.57,265.76,1,265.76,202.11
TRIP-009046,348,5155,3,18-07-2026 10:31,18-07-2026 11:56,Completed,29.93,473.99,1,473.99,378.03
TRIP-009047,104,8716,6,24-06-2026 15:57,24-06-2026 16:52,Completed,15.18,260.11,1,260.11,198.85
TRIP-009048,107,9872,6,27-07-2026 22:05,27-07-2026 23:10,Completed,19.17,317.97,1,317.97,245.69
TRIP-009049,116,5816,6,26-08-2026 21:45,26-08-2026 21:55,Completed,3.1,84.95,1,84.95,65.47
TRIP-009050,217,6491,8,07-06-2026 18:13,07-06-2026 19:38,Completed,29.24,463.98,1,463.98,363.32
TRIP-009051,293,9152,1,25-07-2026 17:52,25-07-2026 18:47,Completed,17.49,293.61,1.38,405.18,306.01
TRIP-009052,337,7527,6,24-07-2026 20:58,24-07-2026 21:12,Completed,4.85,110.32,2.24,247.12,183.1
TRIP-009053,334,8367,1,19-07-2026 03:35,19-07-2026 04:31,Completed,18.94,314.63,1,314.63,239.23
TRIP-009054,121,9166,4,25-06-2026 20:15,25-06-2026 21:54,Completed,31.34,494.43,2.15,1063.02,788.44
TRIP-009055,195,5076,2,04-07-2026 21:54,,Rider Cancelled,13.23,231.84,1,0,0
TRIP-009056,270,6737,4,28-06-2026 18:11,,Rider Cancelled,3.73,94.09,2.28,50,35
TRIP-009057,214,7214,7,05-06-2026 20:58,,Rider Cancelled,12.95,227.77,1.95,50,35
TRIP-009058,196,8180,3,22-06-2026 18:50,22-06-2026 19:46,Completed,15.91,270.69,1.23,332.95,249.6
TRIP-009059,329,8075,2,22-08-2026 02:22,22-08-2026 02:41,Completed,6.39,132.66,1,132.66,101.63
TRIP-009060,201,6493,6,13-07-2026 18:56,13-07-2026 19:36,Completed,16.69,282,1,282,223.25
TRIP-009061,342,8388,1,23-06-2026 18:58,23-06-2026 19:29,Completed,8.39,161.66,2.23,360.5,267.83
TRIP-009062,272,5518,3,11-06-2026 20:09,11-06-2026 20:37,Completed,8.19,158.75,1,158.75,123.77
TRIP-009063,149,5238,5,11-06-2026 01:40,11-06-2026 02:46,Completed,25.46,409.17,1,409.17,303.24
TRIP-009064,199,9384,2,02-06-2026 04:59,02-06-2026 05:19,Completed,8.74,166.73,1,166.73,125.87
TRIP-009065,,7769,2,30-08-2026 18:40,,Unfulfilled,16.47,278.81,1,0,0
TRIP-009066,118,7144,2,16-08-2026 21:54,16-08-2026 22:23,Completed,11.25,203.12,1,203.12,155.37
TRIP-009067,296,6332,1,18-07-2026 08:17,18-07-2026 08:54,Completed,16.82,283.89,1.56,442.87,353.95
TRIP-009068,342,5331,2,16-07-2026 06:31,16-07-2026 07:21,Completed,14.47,249.81,1,249.81,199.7
TRIP-009069,227,8469,7,03-08-2026 12:24,03-08-2026 13:27,Completed,18.35,306.08,1,306.08,232.9
TRIP-009070,150,5181,1,19-06-2026 07:42,19-06-2026 08:32,Completed,21.43,350.74,1,350.74,274.73
TRIP-009071,200,7425,2,27-08-2026 10:48,27-08-2026 11:25,Completed,17.28,290.56,1,290.56,231.13
TRIP-009072,177,5163,3,10-07-2026 04:09,10-07-2026 04:53,Completed,19.04,316.08,1,316.08,251.85
TRIP-009073,239,9506,3,03-06-2026 03:14,,Driver Cancelled,22.55,366.98,1,0,0
TRIP-009074,219,7438,2,02-07-2026 08:44,02-07-2026 09:11,Completed,10.66,194.57,2.26,439.73,349.17
TRIP-009075,256,6103,3,13-06-2026 05:25,13-06-2026 05:34,Completed,3.3,87.85,1,87.85,68.48
TRIP-009076,342,8851,1,21-07-2026 10:50,21-07-2026 12:11,Completed,28.75,456.88,1.63,744.71,595.19
TRIP-009077,162,9725,3,11-08-2026 21:30,11-08-2026 22:13,Completed,17.1,287.95,1,287.95,226.68
TRIP-009078,212,5072,2,26-07-2026 08:50,26-07-2026 09:03,Completed,6.02,127.29,1.22,155.29,119.89
TRIP-009079,317,8425,1,04-07-2026 19:15,04-07-2026 20:56,Completed,28.6,454.7,2.22,1009.43,776.34
TRIP-009080,275,9989,2,05-07-2026 17:27,05-07-2026 18:18,Completed,24.27,391.92,1.71,670.18,529.08
TRIP-009081,244,5999,6,02-06-2026 20:03,02-06-2026 21:20,Completed,23.21,376.55,1.22,459.39,349.02
TRIP-009082,,7721,3,14-07-2026 00:23,,Unfulfilled,11.26,203.27,1,0,0
TRIP-009083,104,9557,6,29-06-2026 01:01,29-06-2026 01:43,Completed,17.27,290.41,1,290.41,223.78
TRIP-009084,126,5221,7,07-06-2026 13:16,07-06-2026 13:51,Completed,11.56,207.62,1,207.62,165.88
TRIP-009085,117,7334,5,03-08-2026 10:12,03-08-2026 11:03,Completed,14.89,255.91,1.36,348.04,266.94
TRIP-009086,216,6137,6,23-06-2026 12:27,23-06-2026 12:52,Completed,7.45,148.03,1,148.03,116.38
TRIP-009087,259,8982,8,29-06-2026 19:02,,Driver Cancelled,14.91,256.19,1,0,0
TRIP-009088,168,7307,2,14-06-2026 20:21,14-06-2026 21:15,Completed,16.46,278.67,1.35,376.2,283.14
TRIP-009089,177,8667,3,29-07-2026 21:45,,Driver Cancelled,12.94,227.63,1,0,0
TRIP-009090,210,5255,6,16-08-2026 14:35,16-08-2026 15:25,Completed,15.35,262.57,1,262.57,206.08
TRIP-009091,,8862,5,19-06-2026 08:00,,Unfulfilled,21.38,350.01,1,0,0
TRIP-009092,139,9678,6,27-06-2026 14:48,27-06-2026 15:43,Completed,16.81,283.75,1,283.75,226.96
TRIP-009093,335,6183,1,26-08-2026 18:51,26-08-2026 19:18,Completed,9.43,176.73,1,176.73,134.42
TRIP-009094,291,9108,4,03-08-2026 19:38,03-08-2026 21:22,Completed,31.23,492.83,1.96,965.95,726.66
TRIP-009095,233,7884,3,05-08-2026 20:06,05-08-2026 20:29,Completed,6.6,135.7,2.01,272.76,216.33
TRIP-009096,222,5198,6,13-08-2026 06:41,13-08-2026 08:10,Completed,26.38,422.51,1,422.51,314.94
TRIP-009097,142,8784,3,07-08-2026 02:49,07-08-2026 03:20,Completed,12.45,220.52,1,220.52,171.22
TRIP-009098,145,8302,4,04-08-2026 12:36,04-08-2026 13:31,Completed,24.07,389.01,1,389.01,298.45
TRIP-009099,153,8860,8,09-08-2026 04:20,,Rider Cancelled,7.23,144.84,1,0,0
TRIP-009100,174,7186,7,04-08-2026 13:08,,Rider Cancelled,23.27,377.42,1,50,35
TRIP-009101,116,6736,8,09-06-2026 17:10,09-06-2026 18:13,Completed,18.85,313.33,2.09,654.86,498.39
TRIP-009102,279,5676,4,13-07-2026 07:30,13-07-2026 08:34,Completed,17.91,299.69,1,299.69,237.88
TRIP-009103,345,6072,2,17-07-2026 01:46,17-07-2026 02:48,Completed,23.56,381.62,1,381.62,300.74
TRIP-009104,154,5908,1,23-08-2026 12:37,23-08-2026 14:15,Completed,29.55,468.48,1,468.48,368.62
TRIP-009105,120,7346,5,08-07-2026 12:52,08-07-2026 14:15,Completed,30.18,477.61,1,477.61,364.78
TRIP-009106,313,9520,3,18-07-2026 15:32,18-07-2026 16:38,Completed,20.04,330.58,1,330.58,251.17
TRIP-009107,,7114,4,07-08-2026 15:16,,Unfulfilled,19.67,325.22,1,0,0
TRIP-009108,267,8690,2,18-08-2026 04:32,18-08-2026 04:46,Completed,4.72,108.44,1,108.44,83.57
TRIP-009109,124,5246,4,28-07-2026 06:31,28-07-2026 06:45,Completed,4.72,108.44,1,108.44,80.51
TRIP-009110,173,8981,5,27-06-2026 08:45,27-06-2026 10:27,Completed,28.18,448.61,2.11,946.57,752.38
TRIP-009111,287,7192,3,27-08-2026 01:55,27-08-2026 02:55,Completed,16.77,283.16,1,283.16,226.15
TRIP-009112,217,6996,5,21-08-2026 03:19,21-08-2026 03:35,Completed,6.71,137.3,1,137.3,102.5
TRIP-009113,226,7709,2,25-06-2026 02:54,25-06-2026 03:52,Completed,24.91,401.19,1,401.19,298.67
TRIP-009114,268,9942,1,06-08-2026 18:31,,Driver Cancelled,9.65,179.93,2.22,0,0
TRIP-009115,321,7781,2,09-08-2026 14:33,09-08-2026 14:57,Completed,7.61,150.34,1,150.34,111.79
TRIP-009116,169,7933,1,13-07-2026 06:32,13-07-2026 08:04,Completed,29.88,473.26,1,473.26,351.87
TRIP-009117,193,7083,3,23-07-2026 04:08,23-07-2026 04:34,Completed,8.51,163.39,1,163.39,124.93
TRIP-009118,198,6280,2,23-08-2026 17:11,,Rider Cancelled,14.57,251.27,1.5,50,35
TRIP-009119,198,5149,2,25-07-2026 11:14,25-07-2026 12:27,Completed,27.49,438.6,1,438.6,328.09
TRIP-009120,153,8714,1,28-08-2026 09:10,28-08-2026 10:01,Completed,16.96,285.92,1.67,477.49,353.67
TRIP-009121,,9025,4,01-07-2026 18:34,,Unfulfilled,8.24,159.48,1.72,0,0
TRIP-009122,130,6018,5,03-07-2026 20:39,03-07-2026 20:48,Completed,3.19,86.25,1,86.25,68.89
TRIP-009123,140,8501,2,05-07-2026 03:20,05-07-2026 03:46,Completed,11.45,206.02,1,206.02,163.87
TRIP-009124,105,6263,3,26-08-2026 01:15,26-08-2026 01:29,Completed,3.86,95.97,1,95.97,74.5
TRIP-009125,123,8728,3,18-07-2026 07:42,,Driver Cancelled,12.8,225.6,1,0,0
TRIP-009126,245,7427,2,07-08-2026 01:36,07-08-2026 03:00,Completed,22.95,372.77,1,372.77,288.33
TRIP-009127,277,8250,2,11-08-2026 21:53,11-08-2026 22:57,Completed,23.33,378.28,1,378.28,287.35
TRIP-009128,,5042,1,14-07-2026 08:19,,Unfulfilled,27.26,435.27,2.36,0,0
TRIP-009129,327,8359,8,05-07-2026 07:40,05-07-2026 08:33,Completed,16.72,282.44,1,282.44,212.63
TRIP-009130,301,5249,2,06-06-2026 12:52,06-06-2026 13:36,Completed,14.18,245.61,1,245.61,191.35
TRIP-009131,309,6018,5,09-06-2026 06:14,09-06-2026 06:27,Completed,5.06,113.37,1,113.37,88.36
TRIP-009132,274,6153,5,17-08-2026 05:05,17-08-2026 05:41,Completed,15.93,270.99,1,270.99,213.71
TRIP-009133,249,7181,2,14-06-2026 23:01,14-06-2026 23:57,Completed,15.29,261.7,1,261.7,205.92
TRIP-009134,245,5440,3,20-06-2026 07:49,20-06-2026 08:10,Completed,6.95,140.78,1,140.78,104.51
TRIP-009135,125,5886,4,16-06-2026 05:29,16-06-2026 05:54,Completed,10.29,189.2,1,189.2,142.92
TRIP-009136,200,8692,2,04-06-2026 07:20,,Rider Cancelled,17.95,300.27,1,50,35
TRIP-009137,257,9766,7,19-08-2026 10:14,19-08-2026 10:25,Completed,3.22,86.69,1.22,105.76,83.15
TRIP-009138,344,6929,3,11-07-2026 13:29,11-07-2026 14:19,Completed,15.92,270.84,1,270.84,211.63
TRIP-009139,191,7803,3,16-07-2026 01:40,16-07-2026 02:36,Completed,18.18,303.61,1,303.61,230.73
TRIP-009140,122,5026,3,17-07-2026 09:07,17-07-2026 10:09,Completed,17.82,298.39,1,298.39,232.33
TRIP-009141,219,8378,4,14-06-2026 17:00,14-06-2026 17:55,Completed,16.71,282.3,1.52,429.1,340.67
TRIP-009142,,7372,2,22-07-2026 14:58,,Unfulfilled,12.92,227.34,1,0,0
TRIP-009143,238,6671,3,24-06-2026 15:19,24-06-2026 15:40,Completed,6.12,128.74,1,128.74,96.6
TRIP-009144,,5706,2,13-07-2026 12:27,,Unfulfilled,3.68,93.36,1,0,0
TRIP-009145,228,7019,3,14-07-2026 01:35,14-07-2026 01:59,Completed,9.46,177.17,1,177.17,138.86
TRIP-009146,277,8025,1,30-06-2026 23:32,01-07-2026 00:22,Completed,16.66,281.57,1,281.57,225.02
TRIP-009147,216,6615,1,15-07-2026 10:13,15-07-2026 10:40,Completed,12.27,217.91,1,217.91,174.32
TRIP-009148,,7935,3,31-07-2026 00:25,,Unfulfilled,12.55,221.98,1,0,0
TRIP-009149,250,5461,5,30-08-2026 14:35,30-08-2026 14:42,Completed,2.81,80.75,1,80.75,61.95
TRIP-009150,264,6087,5,05-06-2026 04:57,05-06-2026 05:51,Completed,25.73,413.08,1,413.08,316.54
TRIP-009151,269,5986,2,04-06-2026 03:46,04-06-2026 04:25,Completed,14.06,243.87,1,243.87,194.58
TRIP-009152,241,6130,2,01-06-2026 20:43,01-06-2026 22:28,Completed,28.02,446.29,1.26,562.33,449.12
TRIP-009153,228,5306,4,18-08-2026 07:23,18-08-2026 08:05,Completed,17.51,293.89,1,293.89,225.28
TRIP-009154,271,8150,5,04-08-2026 01:48,04-08-2026 02:05,Completed,6.64,136.28,1,136.28,108.16
TRIP-009155,328,8187,2,29-07-2026 03:23,29-07-2026 04:19,Completed,20.8,341.6,1,341.6,261.41
TRIP-009156,203,9442,1,25-06-2026 03:24,25-06-2026 03:48,Completed,8.33,160.78,1,160.78,121.83
TRIP-009157,205,9964,6,26-08-2026 05:45,26-08-2026 06:10,Completed,9.34,175.43,1,175.43,132.98
TRIP-009158,129,9546,4,11-06-2026 22:15,11-06-2026 22:58,Completed,14.35,248.07,1,248.07,189.79
TRIP-009159,327,8378,5,18-06-2026 10:23,18-06-2026 11:25,Completed,17.62,295.49,1.66,490.51,381.1
TRIP-009160,265,7969,4,07-08-2026 08:34,07-08-2026 09:21,Completed,13.8,240.1,1.44,345.74,261.44
TRIP-009161,144,8342,2,21-07-2026 06:34,21-07-2026 07:09,Completed,15.38,263.01,1,263.01,204.4
TRIP-009162,273,7491,2,27-08-2026 00:23,27-08-2026 01:31,Completed,18.01,301.15,1,301.15,234.08
TRIP-009163,116,9270,8,27-06-2026 02:41,,Driver Cancelled,3.2,86.4,1,0,0
TRIP-009164,142,9142,7,03-07-2026 00:27,03-07-2026 01:02,Completed,10.89,197.91,1,197.91,148.78
TRIP-009165,115,6285,2,29-08-2026 14:47,29-08-2026 15:05,Completed,6.82,138.89,1,138.89,109.12
TRIP-009166,265,8903,6,27-07-2026 03:08,27-07-2026 04:01,Completed,25.27,406.42,1,406.42,312.14
TRIP-009167,310,8666,1,04-07-2026 15:12,,Rider Cancelled,9.71,180.8,1,0,0
TRIP-009168,,5132,3,18-06-2026 11:56,,Unfulfilled,15.37,262.87,1,0,0
TRIP-009169,249,5659,2,07-08-2026 10:15,07-08-2026 11:49,Completed,28.31,450.5,1.68,756.84,577.49
TRIP-009170,118,9413,3,24-08-2026 14:54,24-08-2026 16:07,Completed,23.4,379.3,1,379.3,296.02
TRIP-009171,157,9992,5,13-07-2026 10:50,13-07-2026 11:13,Completed,9.51,177.9,1,177.9,134.47
TRIP-009172,115,7093,2,12-07-2026 20:53,12-07-2026 21:46,Completed,23.78,384.81,2.31,888.91,681.11
TRIP-009173,107,5735,3,11-08-2026 02:26,11-08-2026 03:55,Completed,25.21,405.55,1,405.55,320.99
TRIP-009174,256,6983,1,16-07-2026 01:37,16-07-2026 02:56,Completed,30.66,484.57,1,484.57,367.98
TRIP-009175,309,9486,4,10-06-2026 06:38,,Rider Cancelled,19.28,319.56,1,0,0
TRIP-009176,179,7748,7,22-06-2026 17:47,22-06-2026 18:35,Completed,18.4,306.8,1,306.8,237.4
TRIP-009177,147,8517,2,18-06-2026 23:31,18-06-2026 23:51,Completed,6.6,135.7,1,135.7,103.73
TRIP-009178,,8083,5,24-08-2026 16:51,,Unfulfilled,26.67,426.72,1,0,0
TRIP-009179,259,8466,2,28-07-2026 08:58,28-07-2026 09:29,Completed,8.51,163.39,2.22,362.73,276.6
TRIP-009180,173,5221,1,17-06-2026 22:22,,Rider Cancelled,2.77,80.16,1,0,0
TRIP-009181,348,5174,4,06-06-2026 08:27,,Rider Cancelled,20.91,343.19,2.19,0,0
TRIP-009182,180,7009,2,07-06-2026 22:12,07-06-2026 23:15,Completed,22.87,371.62,1,371.62,293.73
TRIP-009183,209,9489,2,28-07-2026 03:50,28-07-2026 05:05,Completed,19.94,329.13,1,329.13,257.78
TRIP-009184,316,7877,6,03-08-2026 11:18,,Driver Cancelled,26.69,427,1,0,0
TRIP-009185,314,6975,4,15-08-2026 22:53,16-08-2026 00:00,Completed,25.3,406.85,1,406.85,311.45
TRIP-009186,,8133,2,15-06-2026 15:47,,Unfulfilled,15.98,271.71,1,0,0
TRIP-009187,177,5131,4,08-06-2026 08:33,08-06-2026 09:17,Completed,19.59,324.06,1.36,440.72,344.4
TRIP-009188,124,9944,2,09-07-2026 00:17,,Driver Cancelled,2.79,80.45,1,0,0
TRIP-009189,275,9735,4,02-07-2026 22:41,02-07-2026 23:52,Completed,28.84,458.18,1,458.18,339.79
TRIP-009190,105,5320,5,19-06-2026 08:31,19-06-2026 09:32,Completed,26.8,428.6,1,428.6,317.17
TRIP-009191,287,8174,3,07-06-2026 20:27,07-06-2026 21:07,Completed,11.34,204.43,1.98,404.77,322.3
TRIP-009192,280,8815,1,24-08-2026 19:42,24-08-2026 21:14,Completed,29.9,473.55,1,473.55,360.3
TRIP-009193,225,5225,4,25-08-2026 08:47,25-08-2026 09:17,Completed,13.83,240.53,1.69,406.5,322.46
TRIP-009194,111,6473,1,28-08-2026 09:47,28-08-2026 10:19,Completed,8.75,166.88,1.57,262,201.12
TRIP-009195,208,8943,4,29-08-2026 04:26,29-08-2026 05:58,Completed,25.36,407.72,1,407.72,310.51
TRIP-009196,239,8983,3,24-07-2026 05:04,24-07-2026 06:01,Completed,23.37,378.87,1,378.87,286.53
TRIP-009197,262,5132,1,02-08-2026 19:04,,Driver Cancelled,23.95,387.27,1,0,0
TRIP-009198,288,8255,4,30-07-2026 13:33,30-07-2026 15:00,Completed,29.68,470.36,1,470.36,351.34
TRIP-009199,285,9722,5,23-08-2026 00:18,23-08-2026 02:00,Completed,30.41,480.94,1,480.94,377.7
TRIP-009200,243,8327,7,09-08-2026 09:23,09-08-2026 10:05,Completed,17.32,291.14,2.02,588.1,457.83
TRIP-009201,155,8182,1,20-08-2026 06:28,20-08-2026 07:08,Completed,12.9,227.05,1,227.05,168.81
TRIP-009202,305,5061,4,13-08-2026 11:35,13-08-2026 12:25,Completed,13.54,236.33,1,236.33,188.52
TRIP-009203,297,5135,2,19-06-2026 21:18,19-06-2026 22:39,Completed,28.82,457.89,1,457.89,348.93
TRIP-009204,127,5017,6,02-06-2026 23:08,03-06-2026 00:57,Completed,30.25,478.62,1,478.62,362.26
TRIP-009205,153,9568,1,04-07-2026 03:53,04-07-2026 05:00,Completed,24.51,395.4,1,395.4,295.63
TRIP-009206,139,8732,3,14-06-2026 22:06,14-06-2026 22:51,Completed,12.85,226.32,1,226.32,176.15
TRIP-009207,123,7730,8,24-06-2026 18:01,,Rider Cancelled,27.17,433.97,1,50,35
TRIP-009208,181,9062,4,19-07-2026 06:53,19-07-2026 07:28,Completed,10.17,187.47,1,187.47,138.81
TRIP-009209,281,5785,4,15-06-2026 11:35,15-06-2026 12:44,Completed,20.92,343.34,1,343.34,262.01
TRIP-009210,268,7670,3,25-08-2026 14:54,25-08-2026 15:07,Completed,5.14,114.53,1,114.53,86.94
TRIP-009211,275,6668,1,07-07-2026 08:15,07-07-2026 08:40,Completed,7.95,155.28,2.29,355.59,273.56
TRIP-009212,292,9688,2,27-08-2026 11:38,27-08-2026 12:21,Completed,16.76,283.02,1,283.02,214.63
TRIP-009213,214,6855,3,28-08-2026 16:35,28-08-2026 17:28,Completed,22.91,372.19,1,372.19,285.45
TRIP-009214,169,9336,7,25-08-2026 01:58,25-08-2026 02:14,Completed,7.24,144.98,1,144.98,114.31
TRIP-009215,112,6245,6,04-08-2026 06:56,04-08-2026 07:23,Completed,12.81,225.75,1,225.75,178.88
TRIP-009216,231,7374,6,26-07-2026 20:07,26-07-2026 20:29,Completed,7.27,145.41,1,145.41,111.55
TRIP-009217,219,7588,3,23-07-2026 15:33,23-07-2026 16:00,Completed,9.48,177.46,1,177.46,141.96
TRIP-009218,340,7696,6,27-07-2026 20:45,27-07-2026 21:46,Completed,21.68,354.36,1,354.36,275.34
TRIP-009219,267,5992,1,25-06-2026 04:42,25-06-2026 05:30,Completed,16.05,272.73,1,272.73,206.36
TRIP-009220,160,5707,4,22-07-2026 22:09,22-07-2026 22:51,Completed,15.32,262.14,1,262.14,194.97
TRIP-009221,175,6936,6,30-07-2026 08:38,30-07-2026 10:21,Completed,28.38,451.51,1.52,686.3,527.21
TRIP-009222,126,7552,8,18-08-2026 15:25,18-08-2026 16:06,Completed,14.29,247.2,1,247.2,186.94
TRIP-009223,124,5551,7,01-07-2026 18:29,01-07-2026 19:33,Completed,22.57,367.26,2.07,760.23,607.71
TRIP-009224,162,5582,4,30-07-2026 19:42,30-07-2026 20:18,Completed,13.22,231.69,1,231.69,183.66
TRIP-009225,170,9437,6,03-07-2026 12:23,03-07-2026 13:26,Completed,28.5,453.25,1,453.25,340.07
TRIP-009226,250,5899,1,15-06-2026 16:09,15-06-2026 17:29,Completed,23.14,375.53,1,375.53,293.63
TRIP-009227,117,5888,1,27-07-2026 15:00,27-07-2026 15:10,Completed,2.83,81.03,1,81.03,64.2
TRIP-009228,193,7880,3,07-06-2026 00:14,07-06-2026 00:31,Completed,4.59,106.55,1,106.55,79.58
TRIP-009229,116,5272,4,06-06-2026 12:04,06-06-2026 13:29,Completed,31.94,503.13,1,503.13,379.42
TRIP-009230,328,7411,8,12-08-2026 05:32,12-08-2026 06:16,Completed,12.74,224.73,1,224.73,173.01
TRIP-009231,150,6147,8,17-06-2026 15:14,,Rider Cancelled,20.85,342.33,1,0,0
TRIP-009232,235,8463,3,31-07-2026 07:11,31-07-2026 08:56,Completed,30.24,478.48,1,478.48,374.64
TRIP-009233,180,7210,3,24-08-2026 16:45,24-08-2026 17:47,Completed,17.98,300.71,1,300.71,234.87
TRIP-009234,258,6793,3,29-07-2026 08:33,29-07-2026 08:56,Completed,8.58,164.41,1.56,256.48,196.28
TRIP-009235,168,9522,2,20-06-2026 06:00,20-06-2026 06:24,Completed,8.02,156.29,1,156.29,124.2
TRIP-009236,348,7822,2,18-07-2026 10:45,18-07-2026 11:32,Completed,15.26,261.27,1.91,499.03,376.71
TRIP-009237,249,8330,2,12-08-2026 20:31,,Rider Cancelled,17.82,298.39,2.18,50,35
TRIP-009238,203,5596,4,16-07-2026 12:25,16-07-2026 12:52,Completed,8.1,157.45,1,157.45,122.01
TRIP-009239,315,6238,3,12-07-2026 02:07,12-07-2026 02:22,Completed,5.57,120.77,1,120.77,96.53
TRIP-009240,185,9834,4,15-06-2026 07:48,,Rider Cancelled,10.63,194.14,1,0,0
TRIP-009241,284,8984,1,18-06-2026 18:54,18-06-2026 19:37,Completed,14,243,1,243,183.15
TRIP-009242,180,7336,2,19-07-2026 11:56,19-07-2026 12:54,Completed,18.09,302.31,1,302.31,228.83
TRIP-009243,235,9637,5,09-07-2026 14:12,,Rider Cancelled,26.59,425.56,1,0,0
TRIP-009244,315,5928,2,07-06-2026 12:13,07-06-2026 12:57,Completed,13.25,232.12,1,232.12,177.71
TRIP-009245,298,9713,3,15-07-2026 12:09,,Rider Cancelled,10.13,186.89,1,50,35
